warehouse_id,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-C101859,West,1.14,2
WH-N101860,North,1.08,2
WH-N101861,South,2.7,2
WH-N101862,East,1.09,3
WH-N101863,West,0.63,1
WH-S101864,North,1.43,3
WH-S101865,South,1.43,3
WH-S101866,East,2.42,2
WH-S101867,West,1.15,4
WH-E101868,North,2.33,2
WH-E101869,South,2.48,1
WH-E101870,East,2.63,1
WH-E101871,West,1.58,2
WH-W101872,North,0.52,4
WH-W101873,South,0.72,4
WH-W101874,East,1.39,1
WH-W101875,West,0.67,3
WH-C101876,North,1.55,2
WH-C101877,South,2.48,1
WH-C101878,East,0.98,3
WH-C101879,West,1.14,2
WH-N101880,North,1.08,2
WH-N101881,South,2.7,2
WH-N101882,East,1.09,3
WH-N101883,West,0.63,1
WH-S101884,North,1.43,3
WH-S101885,South,1.43,3
WH-S101886,East,2.42,2
WH-S101887,West,1.15,4
WH-E101888,North,2.33,2
WH-E101889,South,2.48,1
WH-E101890,East,2.63,1
WH-E101891,West,1.58,2
WH-W101892,North,0.52,4
WH-W101893,South,0.72,4
WH-W101894,East,1.39,1
WH-W101895,West,0.67,3
WH-C101896,North,1.55,2
WH-C101897,South,2.48,1
WH-C101898,East,0.98,3
WH-C101899,West,1.14,2
WH-N101900,North,1.08,2
WH-N101901,South,2.7,2
WH-N101902,East,1.09,3
WH-N101903,West,0.63,1
WH-S101904,North,1.43,3
WH-S101905,South,1.43,3
WH-S101906,East,2.42,2
WH-S101907,West,1.15,4
WH-E101908,North,2.33,2
WH-E101909,South,2.48,1
WH-E101910,East,2.63,1
WH-E101911,West,1.58,2
WH-W101912,North,0.52,4
WH-W101913,South,0.72,4
WH-W101914,East,1.39,1
WH-W101915,West,0.67,3
WH-C101916,North,1.55,2
WH-C101917,South,2.48,1
WH-C101918,East,0.98,3
WH-C101919,West,1.14,2
WH-N101920,North,1.08,2
WH-N101921,South,2.7,2
WH-N101922,East,1.09,3
WH-N101923,West,0.63,1
WH-S101924,North,1.43,3
WH-S101925,South,1.43,3
WH-S101926,East,2.42,2
WH-S101927,West,1.15,4
WH-E101928,North,2.33,2
WH-E101929,South,2.48,1
WH-E101930,East,2.63,1
WH-E101931,West,1.58,2
WH-W101932,North,0.52,4
WH-W101933,South,0.72,4
WH-W101934,East,1.39,1
WH-W101935,West,0.67,3
WH-C101936,North,1.55,2
WH-C101937,South,2.48,1
WH-C101938,East,0.98,3
WH-C101939,West,1.14,2
WH-N101940,North,1.08,2
WH-N101941,South,2.7,2
WH-N101942,East,1.09,3
WH-N101943,West,0.63,1
WH-S101944,North,1.43,3
WH-S101945,South,1.43,3
WH-S101946,East,2.42,2
WH-S101947,West,1.15,4
WH-E101948,North,2.33,2
WH-E101949,South,2.48,1
WH-E101950,East,2.63,1
WH-E101951,West,1.58,2
WH-W101952,North,0.52,4
WH-W101953,South,0.72,4
WH-W101954,East,1.39,1
WH-W101955,West,0.67,3
WH-C101956,North,1.55,2
WH-C101957,South,2.48,1
WH-C101958,East,0.98,3
WH-C101959,West,1.14,2
WH-N101960,North,1.08,2
WH-N101961,South,2.7,2
WH-N101962,East,1.09,3
WH-N101963,West,0.63,1
WH-S101964,North,1.43,3
WH-S101965,South,1.43,3
WH-S101966,East,2.42,2
WH-S101967,West,1.15,4
WH-E101968,North,2.33,2
WH-E101969,South,2.48,1
WH-E101970,East,2.63,1
WH-E101971,West,1.58,2
WH-W101972,North,0.52,4
WH-W101973,South,0.72,4
WH-W101974,East,1.39,1
WH-W101975,West,0.67,3
WH-C101976,North,1.55,2
WH-C101977,South,2.48,1
WH-C101978,East,0.98,3
WH-C101979,West,1.14,2
WH-N101980,North,1.08,2
WH-N101981,South,2.7,2
WH-N101982,East,1.09,3
WH-N101983,West,0.63,1
WH-S101984,North,1.43,3
WH-S101985,South,1.43,3
WH-S101986,East,2.42,2
WH-S101987,West,1.15,4
WH-E101988,North,2.33,2
WH-E101989,South,2.48,1
WH-E101990,East,2.63,1
WH-E101991,West,1.58,2
WH-W101992,North,0.52,4
WH-W101993,South,0.72,4
WH-W101994,East,1.39,1
WH-W101995,West,0.67,3
WH-C101996,North,1.55,2
WH-C101997,South,2.48,1
WH-C101998,East,0.98,3
WH-C101999,West,1.14,2
WH-N102000,North,1.08,2
WH-N102001,South,2.7,2
WH-N102002,East,1.09,3
WH-N102003,West,0.63,1
WH-S102004,North,1.43,3
WH-S102005,South,1.43,3
WH-S102006,East,2.42,2
WH-S102007,West,1.15,4
WH-E102008,North,2.33,2
WH-E102009,South,2.48,1
WH-E102010,East,2.63,1
WH-E102011,West,1.58,2
WH-W102012,North,0.52,4
WH-W102013,South,0.72,4
WH-W102014,East,1.39,1
WH-W102015,West,0.67,3
WH-C102016,North,1.55,2
WH-C102017,South,2.48,1
WH-C102018,East,0.98,3
WH-C102019,West,1.14,2
WH-N102020,North,1.08,2
WH-N102021,South,2.7,2
WH-N102022,East,1.09,3
WH-N102023,West,0.63,1
WH-S102024,North,1.43,3
WH-S102025,South,1.43,3
WH-S102026,East,2.42,2
WH-S102027,West,1.15,4
WH-E102028,North,2.33,2
WH-E102029,South,2.48,1
WH-E102030,East,2.63,1
WH-E102031,West,1.58,2
WH-W102032,North,0.52,4
WH-W102033,South,0.72,4
WH-W102034,East,1.39,1
WH-W102035,West,0.67,3
WH-C102036,North,1.55,2
WH-C102037,South,2.48,1
WH-C102038,East,0.98,3
WH-C102039,West,1.14,2
WH-N102040,North,1.08,2
WH-N102041,South,2.7,2
WH-N102042,East,1.09,3
WH-N102043,West,0.63,1
WH-S102044,North,1.43,3
WH-S102045,South,1.43,3
WH-S102046,East,2.42,2
WH-S102047,West,1.15,4
WH-E102048,North,2.33,2
WH-E102049,South,2.48,1
WH-E102050,East,2.63,1
WH-E102051,West,1.58,2
WH-W102052,North,0.52,4
WH-W102053,South,0.72,4
WH-W102054,East,1.39,1
WH-W102055,West,0.67,3
WH-C102056,North,1.55,2
WH-C102057,South,2.48,1
WH-C102058,East,0.98,3
WH-C102059,West,1.14,2
WH-N102060,North,1.08,2
WH-N102061,South,2.7,2
WH-N102062,East,1.09,3
WH-N102063,West,0.63,1
WH-S102064,North,1.43,3
WH-S102065,South,1.43,3
WH-S102066,East,2.42,2
WH-S102067,West,1.15,4
WH-E102068,North,2.33,2
WH-E102069,South,2.48,1
WH-E102070,East,2.63,1
WH-E102071,West,1.58,2
WH-W102072,North,0.52,4
WH-W102073,South,0.72,4
WH-W102074,East,1.39,1
WH-W102075,West,0.67,3
WH-C102076,North,1.55,2
WH-C102077,South,2.48,1
WH-C102078,East,0.98,3
WH-C102079,West,1.14,2
WH-N102080,North,1.08,2
WH-N102081,South,2.7,2
WH-N102082,East,1.09,3
WH-N102083,West,0.63,1
WH-S102084,North,1.43,3
WH-S102085,South,1.43,3
WH-S102086,East,2.42,2
WH-S102087,West,1.15,4
WH-E102088,North,2.33,2
WH-E102089,South,2.48,1
WH-E102090,East,2.63,1
WH-E102091,West,1.58,2
WH-W102092,North,0.52,4
WH-W102093,South,0.72,4
WH-W102094,East,1.39,1
WH-W102095,West,0.67,3
WH-C102096,North,1.55,2
WH-C102097,South,2.48,1
WH-C102098,East,0.98,3
WH-C102099,West,1.14,2
WH-N102100,North,1.08,2
WH-N102101,South,2.7,2
WH-N102102,East,1.09,3
WH-N102103,West,0.63,1
WH-S102104,North,1.43,3
WH-S102105,South,1.43,3
WH-S102106,East,2.42,2
WH-S102107,West,1.15,4
WH-E102108,North,2.33,2
WH-E102109,South,2.48,1
WH-E102110,East,2.63,1
WH-E102111,West,1.58,2
WH-W102112,North,0.52,4
WH-W102113,South,0.72,4
WH-W102114,East,1.39,1
WH-W102115,West,0.67,3
WH-C102116,North,1.55,2
WH-C102117,South,2.48,1
WH-C102118,East,0.98,3
WH-C102119,West,1.14,2
WH-N102120,North,1.08,2
WH-N102121,South,2.7,2
WH-N102122,East,1.09,3
WH-N102123,West,0.63,1
WH-S102124,North,1.43,3
WH-S102125,South,1.43,3
WH-S102126,East,2.42,2
WH-S102127,West,1.15,4
WH-E102128,North,2.33,2
WH-E102129,South,2.48,1
WH-E102130,East,2.63,1
WH-E102131,West,1.58,2
WH-W102132,North,0.52,4
WH-W102133,South,0.72,4
WH-W102134,East,1.39,1
WH-W102135,West,0.67,3
WH-C102136,North,1.55,2
WH-C102137,South,2.48,1
WH-C102138,East,0.98,3
WH-C102139,West,1.14,2
WH-N102140,North,1.08,2
WH-N102141,South,2.7,2
WH-N102142,East,1.09,3
WH-N102143,West,0.63,1
WH-S102144,North,1.43,3
WH-S102145,South,1.43,3
WH-S102146,East,2.42,2
WH-S102147,West,1.15,4
WH-E102148,North,2.33,2
WH-E102149,South,2.48,1
WH-E102150,East,2.63,1
WH-E102151,West,1.58,2
WH-W102152,North,0.52,4
WH-W102153,South,0.72,4
WH-W102154,East,1.39,1
WH-W102155,West,0.67,3
WH-C102156,North,1.55,2
WH-C102157,South,2.48,1
WH-C102158,East,0.98,3
WH-C102159,West,1.14,2
WH-N102160,North,1.08,2
WH-N102161,South,2.7,2
WH-N102162,East,1.09,3
WH-N102163,West,0.63,1
WH-S102164,North,1.43,3
WH-S102165,South,1.43,3
WH-S102166,East,2.42,2
WH-S102167,West,1.15,4
WH-E102168,North,2.33,2
WH-E102169,South,2.48,1
WH-E102170,East,2.63,1
WH-E102171,West,1.58,2
WH-W102172,North,0.52,4
WH-W102173,South,0.72,4
WH-W102174,East,1.39,1
WH-W102175,West,0.67,3
WH-C102176,North,1.55,2
WH-C102177,South,2.48,1
WH-C102178,East,0.98,3
WH-C102179,West,1.14,2
WH-N102180,North,1.08,2
WH-N102181,South,2.7,2
WH-N102182,East,1.09,3
WH-N102183,West,0.63,1
WH-S102184,North,1.43,3
WH-S102185,South,1.43,3
WH-S102186,East,2.42,2
WH-S102187,West,1.15,4
WH-E102188,North,2.33,2
WH-E102189,South,2.48,1
WH-E102190,East,2.63,1
WH-E102191,West,1.58,2
WH-W102192,North,0.52,4
WH-W102193,South,0.72,4
WH-W102194,East,1.39,1
WH-W102195,West,0.67,3
WH-C102196,North,1.55,2
WH-C102197,South,2.48,1
WH-C102198,East,0.98,3
WH-C102199,West,1.14,2
WH-N102200,North,1.08,2
WH-N102201,South,2.7,2
WH-N102202,East,1.09,3
WH-N102203,West,0.63,1
WH-S102204,North,1.43,3
WH-S102205,South,1.43,3
WH-S102206,East,2.42,2
WH-S102207,West,1.15,4
WH-E102208,North,2.33,2
WH-E102209,South,2.48,1
WH-E102210,East,2.63,1
WH-E102211,West,1.58,2
WH-W102212,North,0.52,4
WH-W102213,South,0.72,4
WH-W102214,East,1.39,1
WH-W102215,West,0.67,3
WH-C102216,North,1.55,2
WH-C102217,South,2.48,1
WH-C102218,East,0.98,3
WH-C102219,West,1.14,2
WH-N102220,North,1.08,2
WH-N102221,South,2.7,2
WH-N102222,East,1.09,3
WH-N102223,West,0.63,1
WH-S102224,North,1.43,3
WH-S102225,South,1.43,3
WH-S102226,East,2.42,2
WH-S102227,West,1.15,4
WH-E102228,North,2.33,2
WH-E102229,South,2.48,1
WH-E102230,East,2.63,1
WH-E102231,West,1.58,2
WH-W102232,North,0.52,4
WH-W102233,South,0.72,4
WH-W102234,East,1.39,1
WH-W102235,West,0.67,3
WH-C102236,North,1.55,2
WH-C102237,South,2.48,1
WH-C102238,East,0.98,3
WH-C102239,West,1.14,2
WH-N102240,North,1.08,2
WH-N102241,South,2.7,2
WH-N102242,East,1.09,3
WH-N102243,West,0.63,1
WH-S102244,North,1.43,3
WH-S102245,South,1.43,3
WH-S102246,East,2.42,2
WH-S102247,West,1.15,4
WH-E102248,North,2.33,2
WH-E102249,South,2.48,1
WH-E102250,East,2.63,1
WH-E102251,West,1.58,2
WH-W102252,North,0.52,4
WH-W102253,South,0.72,4
WH-W102254,East,1.39,1
WH-W102255,West,0.67,3
WH-C102256,North,1.55,2
WH-C102257,South,2.48,1
WH-C102258,East,0.98,3
WH-C102259,West,1.14,2
WH-N102260,North,1.08,2
WH-N102261,South,2.7,2
WH-N102262,East,1.09,3
WH-N102263,West,0.63,1
WH-S102264,North,1.43,3
WH-S102265,South,1.43,3
WH-S102266,East,2.42,2
WH-S102267,West,1.15,4
WH-E102268,North,2.33,2
WH-E102269,South,2.48,1
WH-E102270,East,2.63,1
WH-E102271,West,1.58,2
WH-W102272,North,0.52,4
WH-W102273,South,0.72,4
WH-W102274,East,1.39,1
WH-W102275,West,0.67,3
WH-C102276,North,1.55,2
WH-C102277,South,2.48,1
WH-C102278,East,0.98,3
WH-C102279,West,1.14,2
WH-N102280,North,1.08,2
WH-N102281,South,2.7,2
WH-N102282,East,1.09,3
WH-N102283,West,0.63,1
WH-S102284,North,1.43,3
WH-S102285,South,1.43,3
WH-S102286,East,2.42,2
WH-S102287,West,1.15,4
WH-E102288,North,2.33,2
WH-E102289,South,2.48,1
WH-E102290,East,2.63,1
WH-E102291,West,1.58,2
WH-W102292,North,0.52,4
WH-W102293,South,0.72,4
WH-W102294,East,1.39,1
WH-W102295,West,0.67,3
WH-C102296,North,1.55,2
WH-C102297,South,2.48,1
WH-C102298,East,0.98,3
WH-C102299,West,1.14,2
WH-N102300,North,1.08,2
WH-N102301,South,2.7,2
WH-N102302,East,1.09,3
WH-N102303,West,0.63,1
WH-S102304,North,1.43,3
WH-S102305,South,1.43,3
WH-S102306,East,2.42,2
WH-S102307,West,1.15,4
WH-E102308,North,2.33,2
WH-E102309,South,2.48,1
WH-E102310,East,2.63,1
WH-E102311,West,1.58,2
WH-W102312,North,0.52,4
WH-W102313,South,0.72,4
WH-W102314,East,1.39,1
WH-W102315,West,0.67,3
WH-C102316,North,1.55,2
WH-C102317,South,2.48,1
WH-C102318,East,0.98,3
WH-C102319,West,1.14,2
WH-N102320,North,1.08,2
WH-N102321,South,2.7,2
WH-N102322,East,1.09,3
WH-N102323,West,0.63,1
WH-S102324,North,1.43,3
WH-S102325,South,1.43,3
WH-S102326,East,2.42,2
WH-S102327,West,1.15,4
WH-E102328,North,2.33,2
WH-E102329,South,2.48,1
WH-E102330,East,2.63,1
WH-E102331,West,1.58,2
WH-W102332,North,0.52,4
WH-W102333,South,0.72,4
WH-W102334,East,1.39,1
WH-W102335,West,0.67,3
WH-C102336,North,1.55,2
WH-C102337,South,2.48,1
WH-C102338,East,0.98,3
WH-C102339,West,1.14,2
WH-N102340,North,1.08,2
WH-N102341,South,2.7,2
WH-N102342,East,1.09,3
WH-N102343,West,0.63,1
WH-S102344,North,1.43,3
WH-S102345,South,1.43,3
WH-S102346,East,2.42,2
WH-S102347,West,1.15,4
WH-E102348,North,2.33,2
WH-E102349,South,2.48,1
WH-E102350,East,2.63,1
WH-E102351,West,1.58,2
WH-W102352,North,0.52,4
WH-W102353,South,0.72,4
WH-W102354,East,1.39,1
WH-W102355,West,0.67,3
WH-C102356,North,1.55,2
WH-C102357,South,2.48,1
WH-C102358,East,0.98,3
WH-C102359,West,1.14,2
WH-N102360,North,1.08,2
WH-N102361,South,2.7,2
WH-N102362,East,1.09,3
WH-N102363,West,0.63,1
WH-S102364,North,1.43,3
WH-S102365,South,1.43,3
WH-S102366,East,2.42,2
WH-S102367,West,1.15,4
WH-E102368,North,2.33,2
WH-E102369,South,2.48,1
WH-E102370,East,2.63,1
WH-E102371,West,1.58,2
WH-W102372,North,0.52,4
WH-W102373,South,0.72,4
WH-W102374,East,1.39,1
WH-W102375,West,0.67,3
WH-C102376,North,1.55,2
WH-C102377,South,2.48,1
WH-C102378,East,0.98,3
WH-C102379,West,1.14,2
WH-N102380,North,1.08,2
WH-N102381,South,2.7,2
WH-N102382,East,1.09,3
WH-N102383,West,0.63,1
WH-S102384,North,1.43,3
WH-S102385,South,1.43,3
WH-S102386,East,2.42,2
WH-S102387,West,1.15,4
WH-E102388,North,2.33,2
WH-E102389,South,2.48,1
WH-E102390,East,2.63,1
WH-E102391,West,1.58,2
WH-W102392,North,0.52,4
WH-W102393,South,0.72,4
WH-W102394,East,1.39,1
WH-W102395,West,0.67,3
WH-C102396,North,1.55,2
WH-C102397,South,2.48,1
WH-C102398,East,0.98,3
WH-C102399,West,1.14,2
WH-N102400,North,1.08,2
WH-N102401,South,2.7,2
WH-N102402,East,1.09,3
WH-N102403,West,0.63,1
WH-S102404,North,1.43,3
WH-S102405,South,1.43,3
WH-S102406,East,2.42,2
WH-S102407,West,1.15,4
WH-E102408,North,2.33,2
WH-E102409,South,2.48,1
WH-E102410,East,2.63,1
WH-E102411,West,1.58,2
WH-W102412,North,0.52,4
WH-W102413,South,0.72,4
WH-W102414,East,1.39,1
WH-W102415,West,0.67,3
WH-C102416,North,1.55,2
WH-C102417,South,2.48,1
WH-C102418,East,0.98,3
WH-C102419,West,1.14,2
WH-N102420,North,1.08,2
WH-N102421,South,2.7,2
WH-N102422,East,1.09,3
WH-N102423,West,0.63,1
WH-S102424,North,1.43,3
WH-S102425,South,1.43,3
WH-S102426,East,2.42,2
WH-S102427,West,1.15,4
WH-E102428,North,2.33,2
WH-E102429,South,2.48,1
WH-E102430,East,2.63,1
WH-E102431,West,1.58,2
WH-W102432,North,0.52,4
WH-W102433,South,0.72,4
WH-W102434,East,1.39,1
WH-W102435,West,0.67,3
WH-C102436,North,1.55,2
WH-C102437,South,2.48,1
WH-C102438,East,0.98,3
WH-C102439,West,1.14,2
WH-N102440,North,1.08,2
WH-N102441,South,2.7,2
WH-N102442,East,1.09,3
WH-N102443,West,0.63,1
WH-S102444,North,1.43,3
WH-S102445,South,1.43,3
WH-S102446,East,2.42,2
WH-S102447,West,1.15,4
WH-E102448,North,2.33,2
WH-E102449,South,2.48,1
WH-E102450,East,2.63,1
WH-E102451,West,1.58,2
WH-W102452,North,0.52,4
WH-W102453,South,0.72,4
WH-W102454,East,1.39,1
WH-W102455,West,0.67,3
WH-C102456,North,1.55,2
WH-C102457,South,2.48,1
WH-C102458,East,0.98,3
WH-C102459,West,1.14,2
WH-N102460,North,1.08,2
WH-N102461,South,2.7,2
WH-N102462,East,1.09,3
WH-N102463,West,0.63,1
WH-S102464,North,1.43,3
WH-S102465,South,1.43,3
WH-S102466,East,2.42,2
WH-S102467,West,1.15,4
WH-E102468,North,2.33,2
WH-E102469,South,2.48,1
WH-E102470,East,2.63,1
WH-E102471,West,1.58,2
WH-W102472,North,0.52,4
WH-W102473,South,0.72,4
WH-W102474,East,1.39,1
WH-W102475,West,0.67,3
WH-C102476,North,1.55,2
WH-C102477,South,2.48,1
WH-C102478,East,0.98,3
WH-C102479,West,1.14,2
WH-N102480,North,1.08,2
WH-N102481,South,2.7,2
WH-N102482,East,1.09,3
WH-N102483,West,0.63,1
WH-S102484,North,1.43,3
WH-S102485,South,1.43,3
WH-S102486,East,2.42,2
WH-S102487,West,1.15,4
WH-E102488,North,2.33,2
WH-E102489,South,2.48,1
WH-E102490,East,2.63,1
WH-E102491,West,1.58,2
WH-W102492,North,0.52,4
WH-W102493,South,0.72,4
WH-W102494,East,1.39,1
WH-W102495,West,0.67,3
WH-C102496,North,1.55,2
WH-C102497,South,2.48,1
WH-C102498,East,0.98,3
WH-C102499,West,1.14,2
WH-N102500,North,1.08,2
WH-N102501,South,2.7,2
WH-N102502,East,1.09,3
WH-N102503,West,0.63,1
WH-S102504,North,1.43,3
WH-S102505,South,1.43,3
WH-S102506,East,2.42,2
WH-S102507,West,1.15,4
WH-E102508,North,2.33,2
WH-E102509,South,2.48,1
WH-E102510,East,2.63,1
WH-E102511,West,1.58,2
WH-W102512,North,0.52,4
WH-W102513,South,0.72,4
WH-W102514,East,1.39,1
WH-W102515,West,0.67,3
WH-C102516,North,1.55,2
WH-C102517,South,2.48,1
WH-C102518,East,0.98,3
WH-C102519,West,1.14,2
WH-N102520,North,1.08,2
WH-N102521,South,2.7,2
WH-N102522,East,1.09,3
WH-N102523,West,0.63,1
WH-S102524,North,1.43,3
WH-S102525,South,1.43,3
WH-S102526,East,2.42,2
WH-S102527,West,1.15,4
WH-E102528,North,2.33,2
WH-E102529,South,2.48,1
WH-E102530,East,2.63,1
WH-E102531,West,1.58,2
WH-W102532,North,0.52,4
WH-W102533,South,0.72,4
WH-W102534,East,1.39,1
WH-W102535,West,0.67,3
WH-C102536,North,1.55,2
WH-C102537,South,2.48,1
WH-C102538,East,0.98,3
WH-C102539,West,1.14,2
WH-N102540,North,1.08,2
WH-N102541,South,2.7,2
WH-N102542,East,1.09,3
WH-N102543,West,0.63,1
WH-S102544,North,1.43,3
WH-S102545,South,1.43,3
WH-S102546,East,2.42,2
WH-S102547,West,1.15,4
WH-E102548,North,2.33,2
WH-E102549,South,2.48,1
WH-E102550,East,2.63,1
WH-E102551,West,1.58,2
WH-W102552,North,0.52,4
WH-W102553,South,0.72,4
WH-W102554,East,1.39,1
WH-W102555,West,0.67,3
WH-C102556,North,1.55,2
WH-C102557,South,2.48,1
WH-C102558,East,0.98,3
WH-C102559,West,1.14,2
WH-N102560,North,1.08,2
WH-N102561,South,2.7,2
WH-N102562,East,1.09,3
WH-N102563,West,0.63,1
WH-S102564,North,1.43,3
WH-S102565,South,1.43,3
WH-S102566,East,2.42,2
WH-S102567,West,1.15,4
WH-E102568,North,2.33,2
WH-E102569,South,2.48,1
WH-E102570,East,2.63,1
WH-E102571,West,1.58,2
WH-W102572,North,0.52,4
WH-W102573,South,0.72,4
WH-W102574,East,1.39,1
WH-W102575,West,0.67,3
WH-C102576,North,1.55,2
WH-C102577,South,2.48,1
WH-C102578,East,0.98,3
WH-C102579,West,1.14,2
WH-N102580,North,1.08,2
WH-N102581,South,2.7,2
WH-N102582,East,1.09,3
WH-N102583,West,0.63,1
WH-S102584,North,1.43,3
WH-S102585,South,1.43,3
WH-S102586,East,2.42,2
WH-S102587,West,1.15,4
WH-E102588,North,2.33,2
WH-E102589,South,2.48,1
WH-E102590,East,2.63,1
WH-E102591,West,1.58,2
WH-W102592,North,0.52,4
WH-W102593,South,0.72,4
WH-W102594,East,1.39,1
WH-W102595,West,0.67,3
WH-C102596,North,1.55,2
WH-C102597,South,2.48,1
WH-C102598,East,0.98,3
WH-C102599,West,1.14,2
WH-N102600,North,1.08,2
WH-N102601,South,2.7,2
WH-N102602,East,1.09,3
WH-N102603,West,0.63,1
WH-S102604,North,1.43,3
WH-S102605,South,1.43,3
WH-S102606,East,2.42,2
WH-S102607,West,1.15,4
WH-E102608,North,2.33,2
WH-E102609,South,2.48,1
WH-E102610,East,2.63,1
WH-E102611,West,1.58,2
WH-W102612,North,0.52,4
WH-W102613,South,0.72,4
WH-W102614,East,1.39,1
WH-W102615,West,0.67,3
WH-C102616,North,1.55,2
WH-C102617,South,2.48,1
WH-C102618,East,0.98,3
WH-C102619,West,1.14,2
WH-N102620,North,1.08,2
WH-N102621,South,2.7,2
WH-N102622,East,1.09,3
WH-N102623,West,0.63,1
WH-S102624,North,1.43,3
WH-S102625,South,1.43,3
WH-S102626,East,2.42,2
WH-S102627,West,1.15,4
WH-E102628,North,2.33,2
WH-E102629,South,2.48,1
WH-E102630,East,2.63,1
WH-E102631,West,1.58,2
WH-W102632,North,0.52,4
WH-W102633,South,0.72,4
WH-W102634,East,1.39,1
WH-W102635,West,0.67,3
WH-C102636,North,1.55,2
WH-C102637,South,2.48,1
WH-C102638,East,0.98,3
WH-C102639,West,1.14,2
WH-N102640,North,1.08,2
WH-N102641,South,2.7,2
WH-N102642,East,1.09,3
WH-N102643,West,0.63,1
WH-S102644,North,1.43,3
WH-S102645,South,1.43,3
WH-S102646,East,2.42,2
WH-S102647,West,1.15,4
WH-E102648,North,2.33,2
WH-E102649,South,2.48,1
WH-E102650,East,2.63,1
WH-E102651,West,1.58,2
WH-W102652,North,0.52,4
WH-W102653,South,0.72,4
WH-W102654,East,1.39,1
WH-W102655,West,0.67,3
WH-C102656,North,1.55,2
WH-C102657,South,2.48,1
WH-C102658,East,0.98,3
WH-C102659,West,1.14,2
WH-N102660,North,1.08,2
WH-N102661,South,2.7,2
WH-N102662,East,1.09,3
WH-N102663,West,0.63,1
WH-S102664,North,1.43,3
WH-S102665,South,1.43,3
WH-S102666,East,2.42,2
WH-S102667,West,1.15,4
WH-E102668,North,2.33,2
WH-E102669,South,2.48,1
WH-E102670,East,2.63,1
WH-E102671,West,1.58,2
WH-W102672,North,0.52,4
WH-W102673,South,0.72,4
WH-W102674,East,1.39,1
WH-W102675,West,0.67,3
WH-C102676,North,1.55,2
WH-C102677,South,2.48,1
WH-C102678,East,0.98,3
WH-C102679,West,1.14,2
WH-N102680,North,1.08,2
WH-N102681,South,2.7,2
WH-N102682,East,1.09,3
WH-N102683,West,0.63,1
WH-S102684,North,1.43,3
WH-S102685,South,1.43,3
WH-S102686,East,2.42,2
WH-S102687,West,1.15,4
WH-E102688,North,2.33,2
WH-E102689,South,2.48,1
WH-E102690,East,2.63,1
WH-E102691,West,1.58,2
WH-W102692,North,0.52,4
WH-W102693,South,0.72,4
WH-W102694,East,1.39,1
WH-W102695,West,0.67,3
WH-C102696,North,1.55,2
WH-C102697,South,2.48,1
WH-C102698,East,0.98,3
WH-C102699,West,1.14,2
WH-N102700,North,1.08,2
WH-N102701,South,2.7,2
WH-N102702,East,1.09,3
WH-N102703,West,0.63,1
WH-S102704,North,1.43,3
WH-S102705,South,1.43,3
WH-S102706,East,2.42,2
WH-S102707,West,1.15,4
WH-E102708,North,2.33,2
WH-E102709,South,2.48,1
WH-E102710,East,2.63,1
WH-E102711,West,1.58,2
WH-W102712,North,0.52,4
WH-W102713,South,0.72,4
WH-W102714,East,1.39,1
WH-W102715,West,0.67,3
WH-C102716,North,1.55,2
WH-C102717,South,2.48,1
WH-C102718,East,0.98,3
WH-C102719,West,1.14,2
WH-N102720,North,1.08,2
WH-N102721,South,2.7,2
WH-N102722,East,1.09,3
WH-N102723,West,0.63,1
WH-S102724,North,1.43,3
WH-S102725,South,1.43,3
WH-S102726,East,2.42,2
WH-S102727,West,1.15,4
WH-E102728,North,2.33,2
WH-E102729,South,2.48,1
WH-E102730,East,2.63,1
WH-E102731,West,1.58,2
WH-W102732,North,0.52,4
WH-W102733,South,0.72,4
WH-W102734,East,1.39,1
WH-W102735,West,0.67,3
WH-C102736,North,1.55,2
WH-C102737,South,2.48,1
WH-C102738,East,0.98,3
WH-C102739,West,1.14,2
WH-N102740,North,1.08,2
WH-N102741,South,2.7,2
WH-N102742,East,1.09,3
WH-N102743,West,0.63,1
WH-S102744,North,1.43,3
WH-S102745,South,1.43,3
WH-S102746,East,2.42,2
WH-S102747,West,1.15,4
WH-E102748,North,2.33,2
WH-E102749,South,2.48,1
WH-E102750,East,2.63,1
WH-E102751,West,1.58,2
WH-W102752,North,0.52,4
WH-W102753,South,0.72,4
WH-W102754,East,1.39,1
WH-W102755,West,0.67,3
WH-C102756,North,1.55,2
WH-C102757,South,2.48,1
WH-C102758,East,0.98,3
WH-C102759,West,1.14,2
WH-N102760,North,1.08,2
WH-N102761,South,2.7,2
WH-N102762,East,1.09,3
WH-N102763,West,0.63,1
WH-S102764,North,1.43,3
WH-S102765,South,1.43,3
WH-S102766,East,2.42,2
WH-S102767,West,1.15,4
WH-E102768,North,2.33,2
WH-E102769,South,2.48,1
WH-E102770,East,2.63,1
WH-E102771,West,1.58,2
WH-W102772,North,0.52,4
WH-W102773,South,0.72,4
WH-W102774,East,1.39,1
WH-W102775,West,0.67,3
WH-C102776,North,1.55,2
WH-C102777,South,2.48,1
WH-C102778,East,0.98,3
WH-C102779,West,1.14,2
WH-N102780,North,1.08,2
WH-N102781,South,2.7,2
WH-N102782,East,1.09,3
WH-N102783,West,0.63,1
WH-S102784,North,1.43,3
WH-S102785,South,1.43,3
WH-S102786,East,2.42,2
WH-S102787,West,1.15,4
WH-E102788,North,2.33,2
WH-E102789,South,2.48,1
